e-re-e-wo,e-re-e,e-re-e-we,e-re-e-u
a-ke-re-se,a-ke-ro,a-ke-re,a-ke-re-we
ma-ta,ma-ta-wo,ma-ta-ko,ma-ta-i
di-wi-ja-wo,di-wi-je-ja,di-wi-ja,di-wi-jo
pa-ra-we,pa-ra-we-wo,pa-ra-wo
a-po-re-we,a-pi-re-we,a-pi-po-re-we
ku-pa-ro2,ku-pa-ro-we,ku-pa-ro
a-ke-re-se,a-ke-re,a-ke-re-we
e-te-wa-o,e-te-we,e-te-wa
te-pe-u,te-pe-ja,te-pe
po-ro-u-te-u,po-te-u,po-ro-te-u
pe-ri-te-u,pe-ri-te,pe-ri-to
a-we-ke-se-u,a-we-ke-we-se,a-we-ke-se-we
e-ra-te-re-we,e-ra-te-re-wa-pi,e-ra-te-re-wa-o
po-ro-u-te-u,po-ro-u-te-we,po-ro-u-te-wo
po-ru-te-we,po-ro-u-te-we,po-ro-u-te-wo
e-ke-ra2-wo-ne,e-ke-ra2-wo,e-ke-ra2-wo-no
e-ta-wo-ne-u,e-ta-wo-ne-we,e-ta-wo-ne-wo
a-ro-we,a-ta-ro-we,a-ro-wo
we-da-ne-we,we-u-da-ne-we,we-da-ne-wo
a-ke-re-we,a-ke-re-wa-de,a-ke-re-wa
po-ro-ko,po-ro-ko-wa,po-ro-ko-wo
ke-re-te-u,ke-re-te
a-mu-ta-wo,a-mu-ta-wo-no
wo-no-qe-we,wo-no-qe-wa
pi-ro-ta-wo,pi-ri-ta-wo-no
e-ti-ra-wo,e-ti-ra-wo-jo
te-ra-wo,te-ra-wo-ne
e-ro-pa-ke-ja,e-ro-pa-ke-u
ku-ne,ku-ne-u
mo-ri-wo-do,mo-ri-wo
tu-ra-te-u,tu-ra-te-u-si
sa-ke-re-we,sa-ke-re-wo
e-do-mo-ne-we,e-do-mo-ne-u
a-we-ke-we-se,a-we-ke-se-we
re-si-wo,re-u-si-wo
e-pe-ke,e-pe-ke-u
e-re-e-wo,e-re-e-we
e-wi-te-we,e-wi-te-u
te-se-u,te-se-e
ze-u-ke-si,ze-u-ke-u-si
a-i-qe-we,a-i-qe-wo
we-te-re-u-qe,we-te-re-u
pi-ke-re-wo,pi-ke-re-we
wo-do,wo-do-we
pa-ko-we,pa-ko-wa
ma-ri-ne-we-ja-i,ma-ri-ne-we
a-po-re-we,a-pi-po-re-we
ka-ta-wa,ka-ta-wo
e-ra-wa,e-ra-wo
di-we-je-we,di-wi-je-we
o-pe-te-re-u,o-pe-to-re-u
we-re-re-u,we-te-re-u
i-je-re-wo,i-je-re-wi-jo
sa-ma-ri-wa-ta,sa-ma-ri-wa
pa-de-we-u,pa-de-we
a-ke-re-we,a-ke-re-wa-de
wo-no-qe-we,wo-qe-we
pe-di-je-wi-ja,pe-di-je-we
ke-re-te-u,ke-re-u
e-po-me-ne-we,e-po-me-ne-u
ka-ke-we,ka-ke-wi
ma-ri-ne,ma-ri-ne-we
pa-ra-we-wo,pa-ra-wo
to-ro-wi,to-ro-wo
a-no-ke-we,a-no-ke-wa
e-u-po-ro-wo,e-u-po-ro-qe
di-wi-je-ja,di-wi-je-we
tu-ri-je-u,tu-si-je-u
po-ro-ko-wa,po-ro-ko-wo
we-re-ke,we-re-re-u
o-pi-te-u-ke-we,o-pi-te-u-ke-e-we
de-ki-si-wo-jo,de-ki-si-wo
a-re-ku-tu-ru-wo,a-re-ku-tu-ru-wo-no
ra-ke-u,ra-ke
we-re-re-u,we-re-we
e-ta-wo-ne-we,e-ta-wo-ne-wo
ta-na-wo,ta-na-wa
me-za-wo-ni,me-za-wo
ta-ti-qo-we-wo,ta-ti-qo-we-u
e-pi-ko-wo,e-pi-ko-wa
me-re-u,me-re-u-ro
ko-tu-we,ko-tu-wo
qe-re-wa,qe-re-wa-o
ke-ro-we,ke-ro-wo
po-ri-wa,po-ri-wo
ka-ke-u,ka-ke
pu-te,pu-te-u
a-ri-ja-wo-ne,a-ri-ja-wo
re-u-si-wo,re-u-si-wo-qe
mo-re-u,mo-re
wi-ja-te-we,wi-ja-te-wo
a3-ki-e-wo,a3-ki-e-we
wo-ne-we,wo-ne-wa
te-te-u,te-te-re-u
a-ta-ma-ne-u,a-ta-ma-ne-we
